Name,Email,User Name,Notes,Attachments,Attachment Summary,University,Degree,Learning Habits,Career Goals,Struggling Concepts,Meet-up Distance,Meet-up Mode,Preference Categories,University : Weight,University : Score,University : Percent,Degree : Weight,Degree : Score,Degree : Percent,Learning Habits : Weight,Learning Habits : Score,Learning Habits : Percent,Struggling Concepts : Weight,Struggling Concepts : Score,Struggling Concepts : Percent,Career Trajectories : Weight,Career Trajectories : Score,Career Trajectories : Percent,Meet-up Distance : Weight,Meet-up Distance : Score,Meet-up Distance : Percent,Meet-up Mode : Weight,Meet-up Mode : Score,Meet-up Mode : Percent,Learning Style,Compatibility Score,Score Total,Student Matches (Student A),Student Matches (Student B),Student Matches,Groups (Members),Groups (Best Matched Students (AI)),Groups,Student-Group Matches,Student-Group Matches 2
Siti Aisyah,siti.aisyah@email.com,siti.aisyah,,,,"University of California, Los Angeles",Business Administration,"Case studies, presentations",Business analyst,Marketing,7 miles,Hybrid,"Degree,Learning Habits,Struggling Concepts",3,100,18,2,90,16,3,100,18,2,90,16,2,90,16,2,90,16,2,90,16,Auditory,,560,,,,,,,,
Siti Nurhaliza,siti.nurhaliza@email.com,siti.nurhaliza,,,,"University of California, Los Angeles",Business Administration,"Case studies, presentations",Business analyst,Marketing,7 miles,,"Degree,Learning Habits,Struggling Concepts",3,100,18,2,90,16,3,100,18,2,90,16,2,90,16,2,90,16,2,90,16,Auditory,,560,,,,,,,,
Sofia Garcia,sofia.garcia@email.com,sofia.garcia,,,,Florida International University,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Sofia Garcia,Ahmed El-Sayed ↔ Sofia Garcia,Ahmed Hassan ↔ Sofia Garcia,Alexei Ivanov ↔ Sofia Garcia,Anna Müller ↔ Sofia Garcia,Ava Williams ↔ Sofia Garcia,Aya Nakamura ↔ Sofia Garcia,Dariusz Kowalski ↔ Sofia Garcia,Diego Torres ↔ Sofia Garcia,Ethan Johnson ↔ Sofia Garcia,Fatima Al-Farsi ↔ Sofia Garcia,Hana Kimura ↔ Sofia Garcia,Ivan Horvat ↔ Sofia Garcia,Jacob Green ↔ Sofia Garcia,Kevin Nguyen ↔ Sofia Garcia,Leah Stein ↔ Sofia Garcia,Liam O'Connor ↔ Sofia Garcia,Lina Svensson ↔ Sofia Garcia,Linh Tran ↔ Sofia Garcia,Lucas Meyer ↔ Sofia Garcia,Maria Rodriguez ↔ Sofia Garcia,Mateo Silva ↔ Sofia Garcia,Mateusz Zielinski ↔ Sofia Garcia",,,,"Mateusz Zielinski ↔ Sofia Garcia,Mateo Silva ↔ Sofia Garcia,Aya Nakamura ↔ Sofia Garcia","Sofia Garcia ↔ Emily Brown ↔ Samuel Mensah,Sofia Garcia ↔ Helena Costa ↔ Mateo Silva,Sofia Garcia ↔ Helena Costa ↔ Samantha Evans",
Sofia Petrova,sofia.petrova@email.com,sofia.petrova,,,,University of Illinois Urbana–Champaign,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Sofia Petrova,Ahmed El-Sayed ↔ Sofia Petrova,Ahmed Hassan ↔ Sofia Petrova,Alexei Ivanov ↔ Sofia Petrova,Anna Müller ↔ Sofia Petrova,Ava Williams ↔ Sofia Petrova,Aya Nakamura ↔ Sofia Petrova,Dariusz Kowalski ↔ Sofia Petrova,Diego Torres ↔ Sofia Petrova,Emily Brown ↔ Sofia Petrova,Ethan Johnson ↔ Sofia Petrova,Fatima Al-Farsi ↔ Sofia Petrova,Helena Costa ↔ Sofia Petrova,Ivan Horvat ↔ Sofia Petrova,Jacob Green ↔ Sofia Petrova,Kevin Nguyen ↔ Sofia Petrova,Leah Stein ↔ Sofia Petrova,Liam O'Connor ↔ Sofia Petrova,Lina Svensson ↔ Sofia Petrova,Linh Tran ↔ Sofia Petrova,Lucas Meyer ↔ Sofia Petrova,Maria Rodriguez ↔ Sofia Petrova,Mateo Silva ↔ Sofia Petrova,Mateusz Zielinski ↔ Sofia Petrova",,,,"Hana Kimura ↔ Sofia Petrova,Ethan Johnson ↔ Sofia Petrova,Anna Müller ↔ Sofia Petrova,Emily Brown ↔ Sofia Petrova,Kevin Nguyen ↔ Sofia Petrova,Alexei Ivanov ↔ Sofia Petrova,Lina Svensson ↔ Sofia Petrova,Maria Rodriguez ↔ Sofia Petrova","Sofia Petrova ↔ Emily Brown ↔ Hana Kimura,Sofia Petrova ↔ Anna Müller ↔ Victoria Smith,Sofia Petrova ↔ Alexei Ivanov ↔ Hana Kimura",
Sofia Rossi,sofia.rossi@email.com,sofia.rossi,,,,University of Miami,Law,"Debates, case studies",Judge,Civil law,4 miles,In Person,"University,Career Trajectories,Meet-up Distance,Meet-up Mode",1,70,14,1,70,14,2,90,18,3,100,20,1,70,14,2,90,18,2,90,18,Auditory,,490,,"Fatima Diallo ↔ Sofia Rossi,Fatima Zahra ↔ Sofia Rossi",,,,,,
Sophia Becker,sophia.becker@email.com,sophia.becker,,,,University of Texas at Austin,Psychology,"Case studies, group analysis",Clinical psychologist,Difficulty with statistics,9 miles,In Person,"Learning Habits,Struggling Concepts",2,90,16,3,100,18,3,100,18,3,100,18,1,70,13,2,90,16,2,90,16,1,,550,,,,,,,,
Sophia Lee,sophia.lee@email.com,sophia.lee,,,,Stanford University,Philosophy,"Essay writing, group debates",Professor,Ethics,12 miles,Online,"Degree,Learning Habits,Struggling Concepts",2,90,17,2,90,17,3,100,19,1,70,13,2,90,17,3,100,19,3,100,19,Reading/Writing,,540,,,,,,,,
Sophie Dubois,sophie.dubois@email.com,sophie.dubois,,,,Stanford University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Ananya Singh ↔ Sophie Dubois,Chinonso Okafor ↔ Sophie Dubois,Elena Popova ↔ Sophie Dubois,Grace Lee ↔ Sophie Dubois,Hiroshi Sato ↔ Sophie Dubois,Ivan Petrov ↔ Sophie Dubois,Kwame Boateng ↔ Sophie Dubois,Laila Rahman ↔ Sophie Dubois,Leila Haddad ↔ Sophie Dubois,Lucas Evans ↔ Sophie Dubois,Mariam Habib ↔ Sophie Dubois,Maya Cohen ↔ Sophie Dubois,Maya Sharma ↔ Sophie Dubois",,,,"Aisha Abdi ↔ Sophie Dubois,Laila Rahman ↔ Sophie Dubois,David Kim ↔ Sophie Dubois","Sophie Dubois ↔ Aisha Abdi ↔ Ava Thompson,Sophie Dubois ↔ Aisha Bello ↔ Sana Qureshi,Sophie Dubois ↔ Aisha Abdi ↔ Hiroshi Sato",
Sophie Lange,sophie.lange@email.com,sophie.lange,,,,Cornell University,Chemistry,"Lab experiments, group study",Pharmaceutical researcher,Struggles with organic chemistry,6 miles,Online,"Degree,Learning Habits,Struggling Concepts,Meet-up Mode",2,90,16,3,100,18,3,100,18,3,100,18,2,90,16,1,70,13,1,70,13,Kinesthetic,,550,,,,,,,,
Sophie Martin,sophie.martin@email.com,sophie.martin,,,,Georgia Institute of Technology,Literature,"Book clubs, essay writing",Literary critic,French literature,7 miles,Hybrid,"Degree,Learning Habits,Meet-up Distance,Meet-up Mode",3,100,19,2,90,17,1,70,13,1,70,13,3,100,19,3,100,19,3,100,19,Reading/Writing,,530,,,,,,,,
Stefan Böhm,stefan.bohm@email.com,stefan.bohm,,,,California Institute of Technology (Caltech),Physics,"Lab experiments, theoretical discussions",Astrophysicist,Struggles with quantum mechanics,7 miles,In Person,"University,Struggling Concepts,Meet-up Distance",0,0,0,2,90,20,3,100,22,3,100,22,1,70,15,3,100,22,3,100,22,2,,460,,,,,,,,
Svenja Busch,svenja.busch@email.com,svenja.busch,,,,"University of California, Berkeley",Medicine,"Flashcards, group quizzes",Surgeon,Struggles with surgery,8 miles,Hybrid,"Degree,Struggling Concepts,Meet-up Distance,Meet-up Mode",3,100,19,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,1,70,13,3,,520,,,,,,,,
Svetlana Ivanova,svetlana.ivanova@email.com,svetlana.ivanova,,,,Carnegie Mellon University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Aisha Abdi ↔ Svetlana Ivanova,Aisha Bello ↔ Svetlana Ivanova,Ava Thompson ↔ Svetlana Ivanova,Carlos Ramirez ↔ Svetlana Ivanova,David Kim ↔ Svetlana Ivanova,Emily Clark ↔ Svetlana Ivanova,Fatoumata Diallo ↔ Svetlana Ivanova,Hannah Müller ↔ Svetlana Ivanova,Isabella Rossi ↔ Svetlana Ivanova,Ivan Petrov ↔ Svetlana Ivanova,Kwame Boateng ↔ Svetlana Ivanova,Leila Haddad ↔ Svetlana Ivanova,Lucas Evans ↔ Svetlana Ivanova,Mariam Habib ↔ Svetlana Ivanova,Maya Cohen ↔ Svetlana Ivanova,Maya Sharma ↔ Svetlana Ivanova",,,,"Emily Clark ↔ Svetlana Ivanova,Chinonso Okafor ↔ Svetlana Ivanova,Carlos Ramirez ↔ Svetlana Ivanova,Aisha Abdi ↔ Svetlana Ivanova","Svetlana Ivanova ↔ Ivan Petrov ↔ Maya Sharma,Svetlana Ivanova ↔ Kwame Boateng ↔ Laila Rahman,Svetlana Ivanova ↔ Laila Rahman ↔ Sophie Dubois",
Tariq Aziz,tariq.aziz@email.com,tariq.aziz,,,,University of Miami,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Tariq Aziz,Ahmed El-Sayed ↔ Tariq Aziz,Ahmed Hassan ↔ Tariq Aziz,Alexei Ivanov ↔ Tariq Aziz,Anna Müller ↔ Tariq Aziz,Ava Williams ↔ Tariq Aziz,Aya Nakamura ↔ Tariq Aziz,Dariusz Kowalski ↔ Tariq Aziz,Diego Torres ↔ Tariq Aziz,Emily Brown ↔ Tariq Aziz,Ethan Johnson ↔ Tariq Aziz,Fatima Al-Farsi ↔ Tariq Aziz,Hana Kimura ↔ Tariq Aziz,Helena Costa ↔ Tariq Aziz,Ivan Horvat ↔ Tariq Aziz,Jacob Green ↔ Tariq Aziz,Kevin Nguyen ↔ Tariq Aziz,Leah Stein ↔ Tariq Aziz,Liam O'Connor ↔ Tariq Aziz,Lina Svensson ↔ Tariq Aziz,Linh Tran ↔ Tariq Aziz,Lucas Meyer ↔ Tariq Aziz,Maria Rodriguez ↔ Tariq Aziz,Mateo Silva ↔ Tariq Aziz,Mateusz Zielinski ↔ Tariq Aziz",,,,"Ethan Johnson ↔ Tariq Aziz,Maria Rodriguez ↔ Tariq Aziz,Mateo Silva ↔ Tariq Aziz,Ahmed Hassan ↔ Tariq Aziz,Ivan Horvat ↔ Tariq Aziz,Diego Torres ↔ Tariq Aziz","Tariq Aziz ↔ Dariusz Kowalski ↔ Kevin Nguyen,Tariq Aziz ↔ Dariusz Kowalski ↔ Wei Zhang,Tariq Aziz ↔ Fatima Al-Farsi ↔ Ivan Horvat",
Theresa Simon,theresa.simon@email.com,theresa.simon,,,,"University of California, San Diego",Physics,"Lab experiments, theoretical discussions",Astrophysicist,Struggles with quantum mechanics,7 miles,In Person,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",0,0,0,2,90,20,3,100,22,3,100,22,1,70,15,3,100,22,3,100,22,2,,460,,,,,,,,
Thiago Pereira,thiago.pereira@email.com,thiago.pereira,,,,California Institute of Technology (Caltech),Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Ananya Singh ↔ Thiago Pereira,Chinonso Okafor ↔ Thiago Pereira,Elena Popova ↔ Thiago Pereira,Grace Lee ↔ Thiago Pereira,Hiroshi Sato ↔ Thiago Pereira,Ivan Petrov ↔ Thiago Pereira,Kwame Boateng ↔ Thiago Pereira,Laila Rahman ↔ Thiago Pereira,Leila Haddad ↔ Thiago Pereira,Lucas Evans ↔ Thiago Pereira,Mariam Habib ↔ Thiago Pereira,Maya Cohen ↔ Thiago Pereira,Maya Sharma ↔ Thiago Pereira",,,,Aisha Bello ↔ Thiago Pereira,"Thiago Pereira ↔ Maya Sharma ↔ Samuel Lee,Thiago Pereira ↔ Grace Lee ↔ Samuel Lee,Thiago Pereira ↔ Hiroshi Sato ↔ Samuel Lee",
Tim Neumann,tim.neumann@email.com,tim.neumann,,,,University of Texas at Austin,Computer Engineering,"Coding sprints, robotics club",AI engineer,Struggles with hardware,8 miles,Online,"Learning Habits,Struggling Concepts",2,90,20,3,100,22,3,100,22,3,100,22,0,0,0,1,70,15,1,70,15,1,,460,,Julia König ↔ Tim Neumann,,,,,,
Timo Schrader,timo.schrader@email.com,timo.schrader,,,,"University of California, San Diego",International Relations,"Model UN, policy writing",Foreign service officer,Struggles with negotiation,10 miles,Hybrid,"Learning Habits,Struggling Concepts",2,90,19,3,100,21,3,100,21,3,100,21,0,0,0,2,90,19,2,90,19,1,,480,,Grace Kim ↔ Timo Schrader,,,,,,
Tobias Hahn,tobias.hahn@email.com,tobias.hahn,,,,Massachusetts Institute of Technology (MIT),Mechanical Engineering,"Likes solo study, visual learner",Design sustainable vehicles,Struggles with thermodynamics,8 miles,Hybrid,"Degree,Learning Habits,Struggling Concepts,Meet-up Mode",3,100,18,3,100,18,3,100,18,1,70,13,2,90,16,2,90,16,2,90,16,1,,550,,Maria Lopez ↔ Tobias Hahn,,,,Maria Lopez ↔ Tobias Hahn,,
Tom Klein,tom.klein@email.com,tom.klein,,,,University of Michigan – Ann Arbor,Mechanical Engineering,"Robotics club, hands-on projects",Automotive engineer,Struggles with thermodynamics,8 miles,Online,"Degree,Learning Habits,Meet-up Distance",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,,,,,,,
Tomáš Horák,tomas.horak@email.com,tomas.horak,,,,Cornell University,Philosophy,"Essay writing, group debates",Professor,Ethics,7 miles,In Person,"University,Degree,Learning Habits",2,90,17,2,90,17,2,90,17,1,70,13,3,100,19,3,100,19,3,100,19,Auditory,,540,,,,,,,,
Tomáš Novák,tomas.novak@email.com,tomas.novak,,,,University of Illinois Urbana–Champaign,Philosophy,"Essay writing, group debates",Professor,Ethics,7 miles,Hybrid,"University,Degree,Learning Habits,Meet-up Mode",2,90,17,2,90,17,2,90,17,1,70,13,3,100,19,3,100,19,3,100,19,Auditory,,540,,,,,,,,
Tomasz Nowak,tomasz.nowak@email.com,tomasz.nowak,,,,Purdue University,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Tomasz Nowak,Ahmed El-Sayed ↔ Tomasz Nowak,Alexei Ivanov ↔ Tomasz Nowak,Anna Müller ↔ Tomasz Nowak,Ava Williams ↔ Tomasz Nowak,Aya Nakamura ↔ Tomasz Nowak,Dariusz Kowalski ↔ Tomasz Nowak,Diego Torres ↔ Tomasz Nowak,Emily Brown ↔ Tomasz Nowak,Ethan Johnson ↔ Tomasz Nowak,Fatima Al-Farsi ↔ Tomasz Nowak,Hana Kimura ↔ Tomasz Nowak,Helena Costa ↔ Tomasz Nowak,Ivan Horvat ↔ Tomasz Nowak,Jacob Green ↔ Tomasz Nowak,Kevin Nguyen ↔ Tomasz Nowak,Leah Stein ↔ Tomasz Nowak,Liam O'Connor ↔ Tomasz Nowak,Lina Svensson ↔ Tomasz Nowak,Linh Tran ↔ Tomasz Nowak,Lucas Meyer ↔ Tomasz Nowak,Maria Rodriguez ↔ Tomasz Nowak,Mateo Silva ↔ Tomasz Nowak,Mateusz Zielinski ↔ Tomasz Nowak",,,,"Leah Stein ↔ Tomasz Nowak,Mateo Silva ↔ Tomasz Nowak,Kevin Nguyen ↔ Tomasz Nowak,Mateusz Zielinski ↔ Tomasz Nowak,Lina Svensson ↔ Tomasz Nowak","Tomasz Nowak ↔ Ahmed Hassan ↔ Anna Müller,Tomasz Nowak ↔ Emily Brown ↔ Samantha Evans,Tomasz Nowak ↔ Ahmed Hassan ↔ Olivia Wilson",
Victoria Smith,victoria.smith@email.com,victoria.smith,,,,University of Illinois Urbana–Champaign,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Victoria Smith,Ahmed El-Sayed ↔ Victoria Smith,Ahmed Hassan ↔ Victoria Smith,Alexei Ivanov ↔ Victoria Smith,Anna Müller ↔ Victoria Smith,Ava Williams ↔ Victoria Smith,Aya Nakamura ↔ Victoria Smith,Dariusz Kowalski ↔ Victoria Smith,Diego Torres ↔ Victoria Smith,Emily Brown ↔ Victoria Smith,Ethan Johnson ↔ Victoria Smith,Fatima Al-Farsi ↔ Victoria Smith,Helena Costa ↔ Victoria Smith,Ivan Horvat ↔ Victoria Smith,Jacob Green ↔ Victoria Smith,Kevin Nguyen ↔ Victoria Smith,Leah Stein ↔ Victoria Smith,Liam O'Connor ↔ Victoria Smith,Lina Svensson ↔ Victoria Smith,Linh Tran ↔ Victoria Smith,Lucas Meyer ↔ Victoria Smith,Maria Rodriguez ↔ Victoria Smith,Mateo Silva ↔ Victoria Smith,Mateusz Zielinski ↔ Victoria Smith",,,,"Maria Rodriguez ↔ Victoria Smith,Anna Müller ↔ Victoria Smith,Aaliyah Mohammed ↔ Victoria Smith,Hana Kimura ↔ Victoria Smith","Victoria Smith ↔ Ethan Johnson ↔ Sofia Petrova,Victoria Smith ↔ Alexei Ivanov ↔ Hana Kimura,Victoria Smith ↔ Ava Williams ↔ Hana Kimura",
Viktor Novak,viktor.novak@email.com,viktor.novak,,,,"University of California, Los Angeles",Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Aisha Abdi ↔ Viktor Novak,Aisha Bello ↔ Viktor Novak,Carlos Ramirez ↔ Viktor Novak,David Kim ↔ Viktor Novak,Emily Clark ↔ Viktor Novak,Hannah Müller ↔ Viktor Novak,Isabella Rossi ↔ Viktor Novak,Ivan Petrov ↔ Viktor Novak,Kwame Boateng ↔ Viktor Novak,Laila Rahman ↔ Viktor Novak,Leila Haddad ↔ Viktor Novak,Lucas Evans ↔ Viktor Novak,Mariam Habib ↔ Viktor Novak,Maya Cohen ↔ Viktor Novak,Maya Sharma ↔ Viktor Novak",,,,"Chinonso Okafor ↔ Viktor Novak,Aisha Bello ↔ Viktor Novak","Viktor Novak ↔ Ava Thompson ↔ Rashid Khan,Viktor Novak ↔ Ava Thompson ↔ Chinonso Okafor,Viktor Novak ↔ Ava Thompson ↔ Fatoumata Diallo",
Wei Zhang,wei.zhang@email.com,wei.zhang,,,,Georgia Institute of Technology,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Wei Zhang,Ahmed El-Sayed ↔ Wei Zhang,Ahmed Hassan ↔ Wei Zhang,Alexei Ivanov ↔ Wei Zhang,Anna Müller ↔ Wei Zhang,Ava Williams ↔ Wei Zhang,Aya Nakamura ↔ Wei Zhang,Emily Brown ↔ Wei Zhang,Ethan Johnson ↔ Wei Zhang,Fatima Al-Farsi ↔ Wei Zhang,Hana Kimura ↔ Wei Zhang,Helena Costa ↔ Wei Zhang,Ivan Horvat ↔ Wei Zhang,Jacob Green ↔ Wei Zhang,Leah Stein ↔ Wei Zhang,Liam O'Connor ↔ Wei Zhang,Lina Svensson ↔ Wei Zhang,Linh Tran ↔ Wei Zhang,Lucas Meyer ↔ Wei Zhang,Maria Rodriguez ↔ Wei Zhang,Mateo Silva ↔ Wei Zhang,Mateusz Zielinski ↔ Wei Zhang",,,,"Dariusz Kowalski ↔ Wei Zhang,Lucas Meyer ↔ Wei Zhang","Wei Zhang ↔ Dariusz Kowalski ↔ Kevin Nguyen,Wei Zhang ↔ Dariusz Kowalski ↔ Mateo Silva,Wei Zhang ↔ Alexei Ivanov ↔ Dariusz Kowalski",
William Martinez,william.martinez@email.com,william.martinez,,,,"University of California, Berkeley",Economics,"Case studies, podcasts",Financial analyst,Microeconomics,4 miles,In Person,"University,Career Trajectories,Meet-up Distance,Meet-up Mode",3,100,19,1,70,13,2,90,17,3,100,19,1,70,13,2,90,17,2,90,17,Auditory,,520,,,,,,,,
William Scott,william.scott@email.com,william.scott,,,,"University of California, Los Angeles",Physics,"Lab experiments, theoretical discussions",Astrophysicist,,7 miles,Online,"University,Struggling Concepts,Meet-up Distance",3,100,22,0,0,0,2,90,20,3,100,22,1,70,16,2,90,20,2,90,20,,,450,,,,,,,,
Yara Haddad,yara.haddad@email.com,yara.haddad,,,,University of Texas at Austin,Political Science,"Debates, reading articles",Policy analyst,Middle Eastern politics,7 miles,In Person,"University,Degree,Learning Habits,Meet-up Mode",2,90,17,2,90,17,2,90,17,1,70,13,3,100,19,3,100,19,3,100,19,Auditory,,540,,,,,,,,
Yara Mansour,yara.mansour@email.com,yara.mansour,,,,"University of California, Berkeley",Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Ananya Singh ↔ Yara Mansour,Chinonso Okafor ↔ Yara Mansour,Elena Popova ↔ Yara Mansour,Grace Lee ↔ Yara Mansour,Hiroshi Sato ↔ Yara Mansour,Ivan Petrov ↔ Yara Mansour,Kwame Boateng ↔ Yara Mansour,Laila Rahman ↔ Yara Mansour,Leila Haddad ↔ Yara Mansour,Lucas Evans ↔ Yara Mansour,Maya Cohen ↔ Yara Mansour,Maya Sharma ↔ Yara Mansour",,,,"Mariam Habib ↔ Yara Mansour,Isabella Rossi ↔ Yara Mansour","Yara Mansour ↔ Ivan Petrov ↔ Maya Sharma,Yara Mansour ↔ Ava Thompson ↔ Mariam Habib,Yara Mansour ↔ Emily Clark ↔ Mikhail Orlov",
Yuki Sato,yuki.sato@email.com,yuki.sato,,,,Cornell University,Environmental Science,"Lab work, field trips",Environmental analyst,Climate change,12 miles,Online,"University,Learning Habits,Career Trajectories",1,70,14,2,90,18,3,100,20,3,100,20,1,70,14,1,70,14,1,70,14,Kinesthetic,,500,,,,,,,,
Yuki Tanaka,yuki.tanaka@email.com,yuki.tanaka,,,,"University of California, San Diego",Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Yuki Tanaka,Ahmed El-Sayed ↔ Yuki Tanaka,Ahmed Hassan ↔ Yuki Tanaka,Alexei Ivanov ↔ Yuki Tanaka,Anna Müller ↔ Yuki Tanaka,Ava Williams ↔ Yuki Tanaka,Aya Nakamura ↔ Yuki Tanaka,Dariusz Kowalski ↔ Yuki Tanaka,Diego Torres ↔ Yuki Tanaka,Emily Brown ↔ Yuki Tanaka,Fatima Al-Farsi ↔ Yuki Tanaka,Hana Kimura ↔ Yuki Tanaka,Helena Costa ↔ Yuki Tanaka,Ivan Horvat ↔ Yuki Tanaka,Jacob Green ↔ Yuki Tanaka,Kevin Nguyen ↔ Yuki Tanaka,Leah Stein ↔ Yuki Tanaka,Liam O'Connor ↔ Yuki Tanaka,Lina Svensson ↔ Yuki Tanaka,Linh Tran ↔ Yuki Tanaka,Lucas Meyer ↔ Yuki Tanaka,Maria Rodriguez ↔ Yuki Tanaka,Mateo Silva ↔ Yuki Tanaka,Mateusz Zielinski ↔ Yuki Tanaka",,,,"Ethan Johnson ↔ Yuki Tanaka,Dariusz Kowalski ↔ Yuki Tanaka,Jacob Green ↔ Yuki Tanaka","Yuki Tanaka ↔ Ethan Johnson ↔ Lucas Meyer,Yuki Tanaka ↔ Ethan Johnson ↔ Tariq Aziz,Yuki Tanaka ↔ Ethan Johnson ↔ Sofia Petrova",
Yusuf Ali,yusuf.ali@email.com,yusuf.ali,Notes not provided,,,Massachusetts Institute of Technology (MIT),Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,,"Andres Gomez ↔ Yusuf Ali,Arjun Desai ↔ Yusuf Ali,Benjamin Cohen ↔ Yusuf Ali,Gabriel Souza ↔ Yusuf Ali,Jamal Carter ↔ Yusuf Ali,Jin Park ↔ Yusuf Ali,Juan Martinez ↔ Yusuf Ali,Marta Kowalczyk ↔ Yusuf Ali",,None,None,,"Yusuf Ali ↔ Amina Yusuf ↔ Julia Nowak,Yusuf Ali ↔ Amina Yusuf ↔ Oscar Lindberg,Yusuf Ali ↔ Amina Yusuf ↔ Nia Williams",
Zara Ali,zara.ali@email.com,zara.ali,,,,University of Michigan – Ann Arbor,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Aisha Abdi ↔ Zara Ali,Aisha Bello ↔ Zara Ali,Ava Thompson ↔ Zara Ali,Carlos Ramirez ↔ Zara Ali,David Kim ↔ Zara Ali,Emily Clark ↔ Zara Ali,Fatoumata Diallo ↔ Zara Ali,Hannah Müller ↔ Zara Ali,Isabella Rossi ↔ Zara Ali,Ivan Petrov ↔ Zara Ali,Kwame Boateng ↔ Zara Ali,Laila Rahman ↔ Zara Ali,Leila Haddad ↔ Zara Ali,Lucas Evans ↔ Zara Ali,Mariam Habib ↔ Zara Ali,Maya Cohen ↔ Zara Ali,Maya Sharma ↔ Zara Ali",,,,"Grace Lee ↔ Zara Ali,Kwame Boateng ↔ Zara Ali,Ivan Petrov ↔ Zara Ali","Zara Ali ↔ Elena Popova ↔ Oluwaseun Adeyemi,Zara Ali ↔ Grace Lee ↔ Oluwaseun Adeyemi,Zara Ali ↔ Emily Clark ↔ Svetlana Ivanova",
